Timestamp,Select gender,Postal zone(e.g Kingston 2) ,Please select your age group,What is your usual craving for Jamaican breakfast?,Which of these popular Jamaican sides would you pair with your breakfast? ,What do you usually order for a light breakfast?,Which meat type do you prefer?,Which of these would you typically order for lunch? ,And what side dish would you choose to go with that? ,Which of these cooking styles or flavors do you enjoy the most in your meals? ,Which of these popular Jamaican Juices would you choose with your lunch? ,What drink would you most likely order with your lunch? ,Which of these smoothie combinations sounds most refreshing to you?
4/7/2025 20:49:35,Female,Kingston ,Young Adult (20 - 29),Egg,"Fry Dumpling, Fritters","Porridge, Scrambled Eggs, Sandwich","Chicken, Fish, Beef","Fry Chicken, Sandwich/Burger","Rice and Peas, Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)",Orange Juice,Box drink,Fruits (with milk)
4/7/2025 20:52:56,Male,Kingston 1,Young Adult (20 - 29),Egg,Hashbrown,Fruits,"Chicken, Goat",Barbe-Fry Chicken,"Rice and Peas, Fries",Indian (eg. curry),Orange Juice,Cran Wata,Fruits (no milk)
4/7/2025 20:55:02,Male,Kingston t ,Young Adult (20 - 29),Liver,"Fry Dumpling, Boiled Dumpling","Pancakes, Bacon, Scrambled Eggs, Sausage","Chicken, Goat","Curry Goat, Soup, Patty, Sandwich/Burger","Rice and Peas, Fries",Indian (eg. curry),"Pine & ginger Juice, Orange Juice",Soft drink,Fruits (no milk)
4/7/2025 20:55:23,Male,Kingston 8,Young Adult (20 - 29),Ackee & Saltfish,"Fry Dumpling, Fritters, Hashbrown","Porridge, Pancakes, French Toast, Waffles, Fruits","Chicken, Fish, Goat, Beef","Fry Chicken, Barbe-Fry Chicken, Patty, Pizza, Sandwich/Burger","Rice and Peas, White Rice, Fries, Raw vegetables salad, Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Guava pineapple Juice, Orange Juice",Water ,"Banana, oats, nutmegs, almond milk"
4/7/2025 20:56:25,Female,Kingston 7,Young Adult (20 - 29),Ackee & Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Breadfruit","Waffles, Bacon, Scrambled Eggs, Fruits","Chicken, Beef","Barbe-Fry Chicken, Sandwich/Burger","White Rice, Mashed potatoes, Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Orange Juice",Tropical Rythm,Fruits (no milk)
4/7/2025 20:56:45,Female,Kingston 20,Teenager (12 - 19),Beans and sausage,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling","Porridge, Sandwich","Chicken, Pork","Bake Chicken, Jerk Chicken, Jerk Pork, Patty","Rice and Peas, Coco Bread, Fries",Chinese (eg. stir fries),Orange Juice,Cran Wata,Fruits (no milk)
4/7/2025 20:56:46,Male,Kingston 2,Millennials (30 - 44),Beans and sausage,"Ground Provision/ Soul Food, Fry Dumpling, Fritters, Festival","Porridge, Bacon, Scrambled Eggs, Sandwich, Sausage, Fruits",Fish,"Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Jerk Chicken, Mutton, Stew Pork, Escovitch Fish, Patty, Sandwich/Burger","Rice and Peas, Raw vegetables salad","Vegan/Ital/Rastafarian (eg. Tofu, Veggie chunks, lentils)","Pine & ginger Juice, Juneplum Juice, Guava pineapple Juice",Tropical Rythm,Fruits (no milk)
4/7/2025 20:58:13,Female,Kingston 2,Young Adult (20 - 29),Egg,Hashbrown,Pancakes,Beef,Barbe-Fry Chicken,Rice and Peas,Indian (eg. curry),,Coke Cola,Fruits (with milk)
4/7/2025 20:59:02,Male,Kingston 4,Millennials (30 - 44),Cooked-up Saltfish,"Fry Dumpling, Breadfruit",Porridge,"Chicken, Fish, Pork","Bake Chicken, Barbe-Fry Chicken, Jerk Pork, Stew Pork","Rice and Peas, Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice, Orange Juice",Tropical Rythm,"Banana, oats, nutmegs, almond milk"
4/7/2025 21:01:37,Male,Kingston 7,Millennials (30 - 44),Egg,"Fry Dumpling, Breadfruit","Scrambled Eggs, Sandwich",Chicken,"Fry Chicken, Escovitch Fish, Sandwich/Burger","Rice and Peas, Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)",Water,Water,Fruits (with milk)
4/7/2025 21:03:52,Female,,Young Adult (20 - 29),Ackee & Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Bammy, Breadfruit, Fritters, Festival","Sandwich, Fruits","Chicken, Fish, Goat, Beef","Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Patty, Sandwich/Burger","Rice and Peas, Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Orange Juice",Tropical Rythm,"Banana, oats, nutmegs, almond milk"
4/7/2025 21:04:11,Male,Mona UWI,Millennials (30 - 44),Jerk pork,"Ground Provision/ Soul Food, Fry Dumpling, Breadfruit, Fritters, Hashbrown, Festival","French Toast, Sandwich, Sausage","Chicken, Fish, Beef","Fry Chicken, Bake Chicken, Mutton, Curry Goat, Escovitch Fish, Brown Stew Fish, Patty, Pizza, Sandwich/Burger","Rice and Peas, White Rice, Alfredo pasta, Mashed potatoes, Fries, Raw vegetables salad, Macaroni salad, Festival",Chinese (eg. stir fries),Orange Juice,Natural juice,Fruits (no milk)
4/7/2025 21:10:11,Female,,Young Adult (20 - 29),Beans and sausage,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Bammy, Breadfruit, Fritters, Hashbrown","Porridge, Pancakes, Waffles, Bacon, Scrambled Eggs, Sandwich, Sausage, Fruits","Chicken, Fish, Goat, Beef","Bake Chicken, Barbe-Fry Chicken, Curry Goat, Jerk Pork, Stew Pork, Soup, Patty, Pizza, Sandwich/Burger","Rice and Peas, Alfredo pasta, Raw vegetables salad, Macaroni salad",Indian (eg. curry),"Pine & ginger Juice, Guava pineapple Juice",Natural Juice,Fruits (no milk)
4/7/2025 21:13:18,Female,Kingston 6,Young Adult (20 - 29),Cooked-up Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling",Sandwich,Chicken,"Fry Chicken, Bake Chicken, Curry Goat","Rice and Peas, Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)",Pine & ginger Juice,Cran Wata,Fruits (with milk)
4/7/2025 21:15:58,Female,Savanna-La-Mar,Young Adult (20 - 29),Egg,Festival,Pancakes,"Chicken, Pork",Fry Chicken,"Rice and Peas, White Rice, Fries","Jamaican ( eg. brown stew, run down, escoveitch)",Guava pineapple Juice,Soft drink,Fruits (no milk)
4/7/2025 21:17:31,Female,Kingston 6,Young Adult (20 - 29),Ackee & Saltfish,"Ground Provision/ Soul Food, Breadfruit, Fritters, Hashbrown","Porridge, Sandwich, Fruits","Chicken, Fish","Fry Chicken, Bake Chicken, Jerk Chicken","Rice and Peas, Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Guava pineapple Juice, Orange Juice",Tropical Rythm,Fruits (no milk)
4/7/2025 21:19:06,Female,,Young Adult (20 - 29),Kidney,"Fritters, Hashbrown","Porridge, Sandwich",Chicken,"Bake Chicken, Curry Goat, Sandwich/Burger","Alfredo pasta, Mashed potatoes, Fries",Indian (eg. curry),Orange Juice,Tropical Rythm,Fruits (no milk)
4/7/2025 21:20:41,Female,Kingston 6,Young Adult (20 - 29),Egg,"Ground Provision/ Soul Food, Fry Dumpling, Festival",Porridge,"Chicken, Pork, Beef","Fry Chicken, Jerk Chicken, Jerk Pork, Stew Pork, Patty, Pizza, Sandwich/Burger","Rice and Peas, Coco Bread, White Rice, Fries, Raw vegetables salad, Macaroni salad, Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Guava pineapple Juice, Orange Juice",Soft drink,Fruits (no milk)
4/7/2025 21:23:39,Male,Kingston 6,Young Adult (20 - 29),Ackee & Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Bammy, Breadfruit, Fritters, Festival","Porridge, Pancakes, French Toast, Sandwich","Chicken, Fish, Beef","Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Jerk Chicken, Escovitch Fish, Soup, Patty, Pizza, Sandwich/Burger","Rice and Peas, Coco Bread, White Rice, Alfredo pasta, Mashed potatoes, Raw vegetables salad, Macaroni salad, Festival",Chinese (eg. stir fries),"Pine & ginger Juice, Orange Juice",Tropicana,Fruits (no milk)
4/7/2025 21:32:47,Female,,Young Adult (20 - 29),Liver,"Fry Dumpling, Breadfruit","Porridge, Pancakes, French Toast, Waffles, Scrambled Eggs","Chicken, Fish, Goat, Beef","Fry Chicken, Barbe-Fry Chicken, Jerk Chicken, Patty","Rice and Peas, Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice, Orange Juice",Soft drink,Fruits (no milk)
4/7/2025 21:33:16,Female,Mandeville,Young Adult (20 - 29),Cooked-up Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Breadfruit, Fritters","Porridge, Scrambled Eggs, Sandwich, Sausage","Chicken, Goat, Beef","Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Jerk Chicken, Curry Goat, Jerk Pork, Soup, Patty, Pizza, Sandwich/Burger","Rice and Peas, Coco Bread, Alfredo pasta, Mashed potatoes, Fries, Macaroni salad, Festival",Chinese (eg. stir fries),Juneplum Juice,splash grape ,Fruits (no milk)
4/7/2025 21:35:45,Male,,Young Adult (20 - 29),Liver,Boiled Dumpling,"Porridge, Pancakes, Bacon, Scrambled Eggs, Sausage","Chicken, Fish, Pork, Goat, Beef","Jerk Chicken, Curry Goat, Jerk Pork, Patty, Sandwich/Burger","Rice and Peas, Coco Bread",African (eg. Pepper-pot soups),Orange Juice,Soft drink,Fruits (with milk)
4/7/2025 21:37:31,Female,Kingston 7,Young Adult (20 - 29),,,Porridge,Fish,Sandwich/Burger,Raw vegetables salad,Chinese (eg. stir fries),Orange Juice,Tropical Rythm,"Banana, oats, nutmegs, almond milk"
4/7/2025 21:38:42,Female,Kingston 7,Young Adult (20 - 29),Ackee & Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Breadfruit, Hashbrown, Festival","Porridge, Pancakes, Sandwich","Chicken, Goat, Beef","Fry Chicken, Barbe-Fry Chicken, Sandwich/Burger","Mashed potatoes, Fries, Raw vegetables salad",Chinese (eg. stir fries),Guava pineapple Juice,100 fruit juice or fruit smoothie,Fruits (with milk)
4/7/2025 21:44:06,Female,Kingston 7,Young Adult (20 - 29),Egg,Oatmeal with fruits,"Bacon, Scrambled Eggs",Chicken,Bake Chicken,"Mashed potatoes, Raw vegetables salad",Mediterranean ,Water,Water,Fruits (no milk)
4/7/2025 21:46:47,Male,Kingston 10,Young Adult (20 - 29),Rundown,"Ground Provision/ Soul Food, Fry Dumpling","Porridge, Fruits","Chicken, Fish, Pork, Goat","Fry Chicken, Barbe-Fry Chicken, Jerk Chicken, Curry Goat, Jerk Pork, Stew Pork, Escovitch Fish, Soup, Patty","Rice and Peas, Coco Bread, Raw vegetables salad, Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Juneplum Juice, Guava pineapple Juice, Beetroot Juice",Cran Wata,Fruits (no milk)
4/7/2025 21:48:00,Female,Kingston ,Millennials (30 - 44),Nuggets,"Fry Dumpling, Breadfruit, Fritters, Hashbrown","Porridge, Scrambled Eggs",Fish,Jerk Chicken,Rice and Peas,"Jamaican ( eg. brown stew, run down, escoveitch)",Pine & ginger Juice,Tropicana,Fruits (no milk)
4/7/2025 21:49:45,Male,kingston 7,Young Adult (20 - 29),none,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Bammy, Breadfruit, Fritters, Festival","Porridge, Sandwich","Chicken, Goat, Beef","Barbe-Fry Chicken, Jerk Chicken, Patty, Sandwich/Burger","Rice and Peas, Coco Bread, Alfredo pasta, Mashed potatoes, Fries, Raw vegetables salad, Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Juneplum Juice, Guava pineapple Juice, Orange Juice",water,"Banana, oats, nutmegs, almond milk"
4/7/2025 21:51:50,Male,,Young Adult (20 - 29),Beans and sausage,Boiled Dumpling,Waffles,Chicken,Jerk Pork,Rice and Peas,Chinese (eg. stir fries),Guava pineapple Juice,Sparkling Cran Wata,"Banana, oats, nutmegs, almond milk"
4/7/2025 21:57:50,Female,Kingston 6,Young Adult (20 - 29),Egg,"Fry Dumpling, Breadfruit, Festival","Porridge, Sandwich, Fruits",Don't eat meat,"Soup, Patty, Pizza, Sandwich/Burger","Alfredo pasta, Fries, Macaroni salad","Vegan/Ital/Rastafarian (eg. Tofu, Veggie chunks, lentils)",Guava pineapple Juice,Cran Wata,Fruits (with milk)
4/7/2025 22:15:04,Male,Kingston,Young Adult (20 - 29),Nothing really,"Ground Provision/ Soul Food, Fry Dumpling, Breadfruit","Porridge, Bacon, Scrambled Eggs, Sausage, Fruits","Chicken, Fish, Pork, Goat, Beef","Fry Chicken, Patty","Rice and Peas, Raw vegetables salad, Macaroni salad",Chinese (eg. stir fries),Water,Watee,Fruits (with milk)
4/7/2025 23:40:38,Female,Kingston 5,Young Adult (20 - 29),Ackee & Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Fritters","Porridge, Sandwich, Fruits","Chicken, Goat, Beef","Fry Chicken, Barbe-Fry Chicken, Curry Goat, Patty, Pizza, Sandwich/Burger","Rice and Peas, Coco Bread, Alfredo pasta, Fries, Raw vegetables salad, Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)",Orange Juice,Tropicana,Fruits (no milk)
4/8/2025 3:13:08,Female,Kingston 7,Young Adult (20 - 29),Beans and sausage,"Breadfruit, Hashbrown","Porridge, Sandwich","Chicken, Pork","Barbe-Fry Chicken, Stew Pork","Rice and Peas, Mashed potatoes","Jamaican ( eg. brown stew, run down, escoveitch)",Pine & ginger Juice,Tropicana,Fruits (no milk)
4/8/2025 8:23:07,Female,Spanish Town ,Generation x ( 45+),Ackee & Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Breadfruit","Porridge, Pancakes, Scrambled Eggs, Fruits","Fish, Goat, Beef","Barbe-Fry Chicken, Curry Goat, Escovitch Fish, Soup","Rice and Peas, Mashed potatoes, Raw vegetables salad",Indian (eg. curry),"Pine & ginger Juice, Juneplum Juice, Guava pineapple Juice, Beetroot Juice",Sparkling Cran Wata,Fruits (no milk)
4/8/2025 8:29:38,Female,Kingston 11,Young Adult (20 - 29),Ackee & Saltfish,"Fry Dumpling, Boiled Dumpling, Fritters","Pancakes, Bacon, Scrambled Eggs, Sandwich, Fruits","Chicken, Goat","Fry Chicken, Barbe-Fry Chicken, Soup, Patty, Pizza","Rice and Peas, Coco Bread, Fries, Festival","Jamaican ( eg. brown stew, run down, escoveitch)",Guava pineapple Juice,Tropical Rythm,Fruits (no milk)
4/8/2025 8:46:08,Male,Kingston 5,Young Adult (20 - 29),Kidney,Fry Dumpling,No light breakfast,"Chicken, Fish, Pork, Goat, Beef","Fry Chicken, Stew Pork, Pizza","Rice and Peas, Fries, Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Beetroot Juice, Orange Juice",Cran Wata,Fruits (no milk)
4/8/2025 11:26:08,Male,,Young Adult (20 - 29),Banana fritters. ,"Fritters, Festival","Pancakes, French Toast, Waffles, Bacon, Scrambled Eggs, Sandwich, Fruits","Chicken, Pork, Goat","Fry Chicken, Barbe-Fry Chicken, Jerk Chicken, Jerk Pork, Soup, Patty, Pizza, Sandwich/Burger","Coco Bread, Alfredo pasta, Fries, Raw vegetables salad, Macaroni salad, Festival",Thai,Orange Juice,Cran Wata,Fruits (with milk)
4/8/2025 16:56:36,Male,Kingston 7,Young Adult (20 - 29),Ackee & Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Bammy, Breadfruit, Fritters, Festival","Porridge, Sandwich, Fruits","Chicken, Fish, Pork, Goat, Beef","Fry Chicken, Bake Chicken, Curry Goat, Stew Pork, Soup, Patty","Rice and Peas, Coco Bread, Raw vegetables salad, Macaroni salad, Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Guava pineapple Juice, Beetroot Juice, Orange Juice",Water,Fruits (no milk)
4/9/2025 11:50:44,Female,Kingston 7,Young Adult (20 - 29),Callaloo,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Fritters",Porridge,Don't eat meat,"Escovitch Fish, Brown Stew Fish, Soup, Patty","Coco Bread, White Rice, Raw vegetables salad, Festival",Chinese (eg. stir fries),"Pine & ginger Juice, Juneplum Juice",Box drink,Fruits (no milk)
4/9/2025 11:52:20,Female,Kingston 7,Young Adult (20 - 29),Ackee & Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Bammy",Sandwich,Chicken,Barbe-Fry Chicken,Rice and Peas,Chinese (eg. stir fries),Orange Juice,Tropicana,"Banana, oats, nutmegs, almond milk"
4/9/2025 11:52:35,Male,Kingston 6,Young Adult (20 - 29),Egg,Festival,Pancakes,"Chicken, Beef","Patty, Pizza, Sandwich/Burger","Alfredo pasta, Fries, Festival",Indian (eg. curry),Juneplum Juice,Sparkling Cran Wata,Fruits (no milk)
4/9/2025 11:58:36,Female,,Teenager (12 - 19),Kidney,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Breadfruit, Fritters, Hashbrown, Festival","Pancakes, French Toast, Scrambled Eggs, Sandwich, Sausage, Fruits","Chicken, Fish","Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Brown Stew Fish","Rice and Peas, White Rice, Alfredo pasta, Mashed potatoes, Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Juneplum Juice, Orange Juice",Cran Wata,Fruits (no milk)
4/9/2025 12:07:51,Female,,Young Adult (20 - 29),Ackee & Saltfish,"Fry Dumpling, Breadfruit, Fritters","Porridge, Pancakes, French Toast, Waffles, Bacon, Scrambled Eggs, Sandwich, Sausage, Fruits","Chicken, Fish, Pork, Beef","Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Jerk Pork, Patty, Pizza, Sandwich/Burger","Rice and Peas, Coco Bread, White Rice, Fries",Chinese (eg. stir fries),"Pine & ginger Juice, Orange Juice",Box drink,"Banana, oats, nutmegs, almond milk"
4/9/2025 12:07:58,Female,Kingston 7,Young Adult (20 - 29),Egg,"Fritters, Hashbrown",Scrambled Eggs,Chicken,Barbe-Fry Chicken,Rice and Peas,"Jamaican ( eg. brown stew, run down, escoveitch)",Juneplum Juice,Soft drink,Fruits (no milk)
4/9/2025 12:16:23,Male,Kingston 6,Young Adult (20 - 29),Cooked-up Saltfish,"Ground Provision/ Soul Food, Boiled Dumpling",Fruits,Chicken,"Jerk Chicken, Soup, Patty","Rice and Peas, Coco Bread, Macaroni salad",Indian (eg. curry),Guava pineapple Juice,Cran Wata,Fruits (no milk)
4/9/2025 12:24:48,Male,Kingston 6,Young Adult (20 - 29),Ackee & Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Hashbrown","Porridge, Bacon, Scrambled Eggs, Sausage, Fruits","Chicken, Goat","Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Patty, Sandwich/Burger","Rice and Peas, Coco Bread, White Rice, Fries, Raw vegetables salad, Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice, Guava pineapple Juice, Orange Juice",Soft drink,Fruits (no milk)
4/9/2025 12:27:27,Female,7,Young Adult (20 - 29),Cooked-up Saltfish,Breadfruit,Sandwich,"Fish, Beef","Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Jerk Chicken, Soup, Patty","Rice and Peas, Mashed potatoes, Raw vegetables salad, Macaroni salad, Festival",Chinese (eg. stir fries),"Pine & ginger Juice, Guava pineapple Juice",Water,Fruits (no milk)
4/9/2025 12:29:10,Female,Kingston 7,Young Adult (20 - 29),Callaloo,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Bammy, Breadfruit, Fritters, Festival, Rice","Porridge, Sandwich, Fruits","Chicken, Fish, Pork, Goat, Beef","Fry Chicken, Barbe-Fry Chicken, Patty","Rice and Peas, Coco Bread, Raw vegetables salad",Indian (eg. curry),"Pine & ginger Juice, Juneplum Juice, Guava pineapple Juice",Squeeze,Fruits (no milk)
4/9/2025 12:54:50,Female,,Young Adult (20 - 29),,Fritters,Sausage,Beef,"Fry Chicken, Curry Goat, Patty, Sandwich/Burger","Rice and Peas, White Rice","Jamaican ( eg. brown stew, run down, escoveitch)","Orange Juice, ",Box drink,Fruits (no milk)
4/9/2025 13:01:00,Female,Kinston 6,Young Adult (20 - 29),Ackee & Saltfish,"Bammy, Breadfruit, Hashbrown, Festival","French Toast, Waffles, Bacon, Scrambled Eggs, Sausage, Fruits","Pork, Beef","Fry Chicken, Barbe-Fry Chicken, Soup, Sandwich/Burger","Rice and Peas, Alfredo pasta, Mashed potatoes, Fries, Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Guava pineapple Juice, Orange Juice",Water or ginger beer,Fruits (no milk)
4/9/2025 14:00:43,Female,Kingston 7,Young Adult (20 - 29),,Festival,"Pancakes, Scrambled Eggs",Chicken,Sandwich/Burger,Fries,Chinese (eg. stir fries),Pine & ginger Juice,Cran Wata,Fruits (with milk)
4/9/2025 16:11:19,Female,Kingston ,Young Adult (20 - 29),Ackee & Saltfish,Ground Provision/ Soul Food,"Pancakes, Bacon, Scrambled Eggs","Chicken, Goat, Beef","Fry Chicken, Bake Chicken, Jerk Chicken, Patty, Sandwich/Burger","Rice and Peas, Coco Bread, Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice, Orange Juice",Box drink,Fruits (with milk)
4/9/2025 16:15:38,Female,Kingston,Young Adult (20 - 29),Cooked-up Saltfish,Fry Dumpling,Porridge,Chicken,Jerk Chicken,Rice and Peas,"Jamaican ( eg. brown stew, run down, escoveitch)",Pine & ginger Juice,Tropical Rythm,"Banana, oats, nutmegs, almond milk"
4/9/2025 16:44:54,Male,,Young Adult (20 - 29),Ackee & Saltfish,Fry Dumpling,Pancakes,Goat,Jerk Chicken,Rice and Peas,"Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice, Beetroot Juice",Tropicana,Fruits (no milk)
4/9/2025 18:32:04,Female,,Young Adult (20 - 29),Beans and sausage,"Bammy, Breadfruit, Fritters, Hashbrown","Porridge, Waffles, Bacon","Chicken, Fish, Pork","Bake Chicken, Stew Pork, Soup, Pizza","White Rice, Alfredo pasta, Mashed potatoes, Festival",Chinese (eg. stir fries),Guava pineapple Juice,Squeeze,Fruits (no milk)
4/9/2025 19:16:24,Female,Kingston 7,Young Adult (20 - 29),Beans and sausage,"Ground Provision/ Soul Food, Breadfruit, Hashbrown, Festival","Pancakes, Scrambled Eggs","Chicken, Beef","Bake Chicken, Jerk Chicken, Soup, Sandwich/Burger","Rice and Peas, White Rice, Alfredo pasta, Mashed potatoes, Fries, Raw vegetables salad, Macaroni salad, Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice, Orange Juice",Water,Fruits (no milk)
4/9/2025 19:22:14,Female,Kingston,Young Adult (20 - 29),Salt mackerel ,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Breadfruit, Fritters","Scrambled Eggs, Fruits",Chicken,"Fry Chicken, Bake Chicken, Soup, Patty, Sandwich/Burger","Rice and Peas, Mashed potatoes, Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)",Orange Juice,Box drink,Fruits (no milk)
4/10/2025 19:59:19,Male,Spanish Town ,Young Adult (20 - 29),Beans and sausage,"Ground Provision/ Soul Food, Fry Dumpling, Breadfruit","French Toast, Scrambled Eggs","Chicken, Pork, Beef","Fry Chicken, Bake Chicken, Patty",Rice and Peas,"Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice, Orange Juice",Cran Wata,Fruits (no milk)
4/12/2025 22:54:15,Female,Kingston 11,Young Adult (20 - 29),Egg,Fritters,"Scrambled Eggs, Sandwich","Chicken, Goat","Fry Chicken, Barbe-Fry Chicken, Jerk Chicken, Mutton, Curry Goat, Patty","Coco Bread, White Rice, Fries",Chinese (eg. stir fries),"Pine & ginger Juice, Juneplum Juice, Guava pineapple Juice, Orange Juice",Cran Wata,Fruits (no milk)
4/17/2025 12:02:26,Female,Kingston 5 ,Millennials (30 - 44),Cooked-up Saltfish,"Fry Dumpling, Breadfruit, Fritters","Porridge, Sandwich","Chicken, Fish, Goat","Fry Chicken, Curry Goat, Escovitch Fish, Soup","Rice and Peas, Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Guava pineapple Juice",Cran Wata,"Banana, oats, nutmegs, almond milk"
4/17/2025 12:36:21,Female,Kgn 6,Young Adult (20 - 29),Egg,White hardo bread ,Ice coffee or nothing at all,Chicken,"Fry Chicken, Soup",Rice and Peas,Indian (eg. curry),Orange Juice,Carry water from my home. Caah fi buy juice these days ,Fruits (with milk)
